Variants,Trace,No of occurance,Key,Case_Duration_days,Date,User,Activity,Role,Product_hierarchy,NetValue,Company,Delivery,Delivery_Date,Good_Issue_Date,Difference,Customer,OrderType,clientCode,NotInTime,Delayed,PromiseMAD,ActualMAD,Execution_Status,User_Type,Change_Status,ID_Change_Status,Block_Status,ID_Block_Status,Local_Family_code,Last Activity,First Activity
1,Line Creation,3340,7020029138_10,0,2016-04-01 14:17:04,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029140_10,0,2016-04-01 14:17:57,User3,Line Creation,Customer Service Representative,TLC Optical Cables,3089.6,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029140_100,0,2016-04-01 14:19:02,User3,Line Creation,Customer Service Representative,TLC Optical Cables,3010.8,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily16,Line Creation,Line Creation
1,Line Creation,3340,7020029140_110,0,2016-04-01 14:19:08,User3,Line Creation,Customer Service Representative,TLC Optical Cables,3512.6,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily16,Line Creation,Line Creation
1,Line Creation,3340,7020029140_120,0,2016-04-01 14:19:16,User3,Line Creation,Customer Service Representative,TLC Optical Cables,3763.5,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily16,Line Creation,Line Creation
1,Line Creation,3340,7020029140_130,0,2016-04-01 14:19:23,User3,Line Creation,Customer Service Representative,TLC Optical Cables,4634.4,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029140_140,0,2016-04-01 14:19:30,User3,Line Creation,Customer Service Representative,TLC Optical Cables,5020.6,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029140_150,0,2016-04-01 14:19:37,User3,Line Creation,Customer Service Representative,TLC Optical Cables,5406.8,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029140_30,0,2016-04-01 14:18:14,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2703.4,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029140_40,0,2016-04-01 14:18:23,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2471.68,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029140_50,0,2016-04-01 14:18:30,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2317.2,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029140_80,0,2016-04-01 14:18:48,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2509.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily16,Line Creation,Line Creation
1,Line Creation,3340,7020029140_90,0,2016-04-01 14:18:55,User3,Line Creation,Customer Service Representative,TLC Optical Cables,3010.8,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily16,Line Creation,Line Creation
1,Line Creation,3340,7020029142_10,0,2016-04-01 14:21:04,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2368.29,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1455490800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily16,Line Creation,Line Creation
1,Line Creation,3340,7020029142_100,0,2016-04-01 14:22:06,User3,Line Creation,Customer Service Representative,TLC Optical Cables,3677.08,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_110,0,2016-04-01 14:22:12,User3,Line Creation,Customer Service Representative,TLC Optical Cables,4617.24,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_120,0,2016-04-01 14:22:19,User3,Line Creation,Customer Service Representative,TLC Optical Cables,1809.48,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1455490800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily16,Line Creation,Line Creation
1,Line Creation,3340,7020029142_130,0,2016-04-01 14:22:25,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2288.46,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1455490800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily16,Line Creation,Line Creation
1,Line Creation,3340,7020029142_140,0,2016-04-01 14:22:30,User3,Line Creation,Customer Service Representative,TLC Optical Cables,1671.4,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_150,0,2016-04-01 14:22:37,User3,Line Creation,Customer Service Representative,TLC Optical Cables,4178.5,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_160,0,2016-04-01 14:22:44,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2674.24,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_170,0,2016-04-01 14:22:51,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2924.95,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_180,0,2016-04-01 14:22:57,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2005.68,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_190,0,2016-04-01 14:23:03,User3,Line Creation,Customer Service Representative,TLC Optical Cables,3008.52,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_20,0,2016-04-01 14:21:15,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2980.32,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1455490800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily16,Line Creation,Line Creation
1,Line Creation,3340,7020029142_200,0,2016-04-01 14:23:10,User3,Line Creation,Customer Service Representative,TLC Optical Cables,1671.4,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_210,0,2016-04-01 14:23:17,User3,Line Creation,Customer Service Representative,TLC Optical Cables,3217.45,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_250,0,2016-04-01 14:23:44,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2661.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1455490800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily16,Line Creation,Line Creation
1,Line Creation,3340,7020029142_260,0,2016-04-01 14:23:50,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2423.53,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_30,0,2016-04-01 14:21:22,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2590.67,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_40,0,2016-04-01 14:21:28,User3,Line Creation,Customer Service Representative,TLC Optical Cables,3259.23,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_50,0,2016-04-01 14:21:33,User3,Line Creation,Customer Service Representative,TLC Optical Cables,3635.3,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_60,0,2016-04-01 14:21:39,User3,Line Creation,Customer Service Representative,TLC Optical Cables,2966.74,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_70,0,2016-04-01 14:21:47,User3,Line Creation,Customer Service Representative,TLC Optical Cables,3384.59,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_80,0,2016-04-01 14:21:53,User3,Line Creation,Customer Service Representative,TLC Optical Cables,5014.2,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029142_90,0,2016-04-01 14:21:59,User3,Line Creation,Customer Service Representative,TLC Optical Cables,4303.86,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily14,Line Creation,Line Creation
1,Line Creation,3340,7020029143_10,0,2016-04-01 14:25:00,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029145_10,0,2016-04-01 14:26:08,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029145_20,0,2016-04-01 14:26:15,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029148_10,0,2016-04-01 14:28:00,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451862000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029148_400,0,2016-04-03 14:18:40,User4,Line Creation,Customer Service Representative,TLC Optical Cables,780.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,1487631600000.0,1487631600000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily1,Line Creation,Line Creation
1,Line Creation,3340,7020029203_10,0,2016-04-01 20:40:41,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452121200000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029203_20,0,2016-04-01 20:40:49,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452121200000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029203_30,0,2016-04-01 20:40:55,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452121200000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029204_10,0,2016-04-01 20:41:55,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1453417200000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029204_20,0,2016-04-01 20:42:02,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1453417200000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029204_30,0,2016-04-01 20:42:07,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1454626800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029245_10,0,2016-05-01 19:49:37,User3,Line Creation,Customer Service Representative,TLC Optical Cables,145764.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,1482188400000.0,1482188400000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily13,Line Creation,Line Creation
1,Line Creation,3340,7020029245_20,0,2016-05-01 19:49:48,User3,Line Creation,Customer Service Representative,TLC Optical Cables,22644.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,1455750000000.0,1482188400000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily13,Line Creation,Line Creation
1,Line Creation,3340,7020029245_30,0,2016-05-01 19:49:52,User3,Line Creation,Customer Service Representative,TLC Optical Cables,17040.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,1482188400000.0,1482188400000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily13,Line Creation,Line Creation
1,Line Creation,3340,7020029252_10,0,2016-05-01 20:55:58,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451948400000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029252_20,0,2016-05-01 20:56:09,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451948400000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029253_10,0,2016-05-01 20:56:55,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451948400000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029253_20,0,2016-05-01 20:57:03,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1451948400000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029314_10,0,2016-06-01 17:37:26,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1455836400000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029314_20,0,2016-06-01 17:37:32,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1455836400000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029322_10,0,2016-06-01 19:39:44,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1453071600000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029322_20,0,2016-06-01 19:39:54,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1453244400000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029322_30,0,2016-06-01 19:39:59,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1453158000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029322_40,0,2016-06-01 19:40:05,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1454886000000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029322_50,0,2016-06-01 19:40:10,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1453676400000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029322_60,0,2016-06-01 19:40:15,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1453676400000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029363_10,0,2016-07-01 16:33:14,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452121200000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029404_10,0,2016-08-01 15:21:52,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452553200000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029404_20,0,2016-08-01 15:21:57,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452553200000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029404_30,0,2016-08-01 15:22:01,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452553200000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029404_40,0,2016-08-01 15:22:05,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452553200000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029405_10,0,2016-08-01 15:22:50,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1453676400000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029407_10,0,2016-08-01 15:23:34,User3,Line Creation,Customer Service Representative,TLC Optical Cables,9500.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1456441200000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029407_20,0,2016-11-01 21:07:06,User4,Line Creation,Customer Service Representative,TLC Optical Cables,17177.9,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1456786800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily45,Line Creation,Line Creation
1,Line Creation,3340,7020029408_10,0,2016-08-01 15:24:07,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029408_20,0,2016-08-01 15:24:17,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029408_30,0,2016-08-01 15:24:24,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029408_40,0,2016-08-01 15:24:31,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029437_10,0,2016-08-01 20:05:59,User8,Line Creation,Customer Service Representative,TLC Optical Cables,6505.55,767,,,0.0,,Customer 14,US-Std. Order,0070100005,0,IN TIME,0.0,1482447600000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily1,Line Creation,Line Creation
1,Line Creation,3340,7020029495_10,0,2016-11-01 17:28:50,User3,Line Creation,Customer Service Representative,TLC Optical Cables,19173.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily17,Line Creation,Line Creation
1,Line Creation,3340,7020029495_20,0,2016-11-01 17:29:04,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029495_30,0,2016-11-01 17:29:09,User3,Line Creation,Customer Service Representative,TLC Optical Cables,9614.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily17,Line Creation,Line Creation
1,Line Creation,3340,7020029495_40,0,2016-11-01 17:29:19,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029518_10,0,2016-11-01 22:33:36,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029518_100,0,2016-11-01 22:34:18,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029518_20,0,2016-11-01 22:33:43,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029518_30,0,2016-11-01 22:33:47,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029518_40,0,2016-11-01 22:33:51,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029518_50,0,2016-11-01 22:33:55,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029518_60,0,2016-11-01 22:33:59,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029518_70,0,2016-11-01 22:34:05,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
1,Line Creation,3340,7020029518_80,0,2016-11-01 22:34:09,User3,Line Creation,Customer Service Representative,TLC Optical Cables,0.0,767,,,0.0,,Customer 4,US-Std. Order,0070100186,0,IN TIME,0.0,1452466800000.0,Manual,Human,no change ,Without change,no block ,Without block,LocalFamily10,Line Creation,Line Creation
